LAYER
20 15
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,
03,03,03,03,00,00,00,00,00,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,03,03,00,00,00,00,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,03,00,00,03,00,00,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,00,03,03,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,00,03,03,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,03,03,03,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,00,00,00,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,00,00,00,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,00,00,00,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,03,03,03,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,03,03,03,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,03,03,03,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,03,03,03,03,03,03,03,00,00,00,00,03,03,03,03,03,03,
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,
LAYER
20 15
04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,00,00,00,00,00,00,00,00,04,00,00,00,00,04,00,00,00,00,04,
04,00,00,00,00,00,00,00,00,04,00,00,00,00,04,00,02,00,00,04,
04,04,04,04,00,00,04,00,00,04,00,00,00,00,04,00,00,00,00,04,
04,00,00,00,00,00,04,00,00,00,00,00,00,00,04,04,04,04,00,04,
04,00,00,00,00,00,04,00,00,00,00,00,00,00,04,00,00,00,00,04,
04,00,00,04,04,04,04,04,04,04,00,00,00,00,04,00,00,00,00,04,
04,00,00,00,00,00,00,00,00,04,00,00,00,00,04,00,04,04,04,04,
04,00,00,00,00,00,00,00,00,04,00,00,00,00,04,00,00,00,00,04,
04,00,00,00,00,00,00,00,00,04,00,00,00,00,04,00,00,00,00,04,
04,04,04,04,04,04,00,00,00,04,00,00,00,00,04,04,04,00,00,04,
04,00,00,00,00,00,00,00,00,04,00,00,00,00,00,00,00,00,00,04,
04,00,01,00,00,00,00,00,00,04,00,00,00,00,00,00,00,00,00,04,
04,00,00,00,00,00,00,00,00,04,00,00,00,00,00,00,00,00,00,04,
04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
